review,sent
"@dialoglk i am facing this same issue 2nd time.
worst activation service and worst customer service.",negative
@dialoglk No network for past 5 days. Customer Care people very rude. Horrible Network!!,negative
@dialoglk I'm facing horrible network issues. No 3G. You said it will be resolved in 3 days.No response yet. Horrible customer services.,negative
@dialoglk what a poor customer service you have!!! i have tweeted two days ago but never got a reply from u side!!! pathetic,negative
@i_k_b @dialoglk #dialoglk @Telconewsindia @arunishukla they have worst customer care service,negative
"Your Customer For More Than 10Years , Really Disappointed For The Fraud In Bill. VERY DISPOINTED.Will PORT #dialoglk @dialoglk",negative
Poor data connectivity in my airtel. complained several times but no sollution !! @dialoglk @airtelnews #dialoglk,negative
#dialoglk @dialoglk Are My Queries Answerable Or Should I Give Up All Hope From The Largest Telecom Operator  ?Honestly Frustrated,negative
#dialoglk @dialoglk you guys have the most unresponsive and rude customer care service guys on this earth.. the worst in fact,negative
@dialoglk It's mess to take Airtel connection. I requested a broadband connection online for which I got a call from nearest airtel store,negative
"@dialoglk Nothing is happening except Troubling your customers

",negative
@dialoglk Worst Network ever !!!!!!!!,negative
@dialoglk #dialoglk Repeated plan migration requests have not been entertained for 07714099945. Highly unprofessional behaviour.,negative
"@avitruvianman @reliancejio @dialoglk @VodafoneIN Those who steal, do not reply",negative
#dialoglk @dialoglk short out my problem I will do port from you network to any other. Worst services you are providing to me .,negative
RT @iravinderthakur: #dialoglk @dialoglk short out my problem I will do port from you network to any other. Worst services you are providing,negative
RT @iravinderthakur: #dialoglk @dialoglk from last 3 days I had not received any msg or call from you why you are not solving my issues.,negative
#dialoglk @dialoglk pathetic service. Mobile number not working for last 2 days and no support from your customer care.,negative
@dialoglk #dialoglk See the signal strength right in Borivali West. Complained so many times but... https://t.co/Fh0mUK8C2L,negative
@dialoglk y m I forced to keep a minimum balance of 150? on my digital TV?Stop looting customers...u don't evn allow to rchrge Belo ?150.,negative
@dialoglk 4G speed is too slow to tolerate.,negative
"#dialoglk @dialoglk People don't expect this from you.
Your network is becoming shittier day by day. https://t.co/j90oYJetDX",negative
#dialoglk @dialoglk airtel 4g giving slower speeds than airtel 3g at same location at same time. How? https://t.co/SSI2ri9GIr,negative
#dialoglk @dialoglk such a abusive language used by airtel executive.,negative
Dear @dialoglk #dialoglk tired of complaining about your services. your compny exectve seems to be shameless. feeling harassed,negative
@dialoglk trying to add dth details to my airtel account but just not able to. Spoke to customer care too but of no help,negative
@dialoglk #dialoglk Tried to convert sim 3g-4G nither 3G nor 4g Working Pathetic service atlest provide port no for 9810713308,negative
@dialoglk #dialoglk Not expected such poor responce from airtel not even able to connect to customer care… https://t.co/znrznG2krU,negative
#dialoglk Still waiting for any response Airtel proving my words such poor service from airtel… https://t.co/AIUhtNcFTc,negative
@dialoglk #dialoglk hv been trying to upgrade SIM 3g to 4g for ten days..Airtel been d worst service provider..Shame on airtel.,negative
#dialoglk @dialoglk airtel nodal officers are usuless and don't work...Airtel now full of worthless people...,negative
@i_k_b @dialoglk #dialoglk @Telconewsindia @arunishukla I had to opt for idea because of airtel poor 4g s… https://t.co/WU30rwBC8W,negative
@i_k_b @dialoglk #dialoglk @Telconewsindia @arunishukla They can not resolve it. That is the reason jio i… https://t.co/uK5TyK8PTz,negative
".@dialoglk #dialoglk @Telconewsindia @arunishukla After 3 days you have said ""Inadequate indoor coverage""… https://t.co/4k0Mh6HHCo",negative
@dialoglk You guys are losing credibility. Does not seems you are capable enough to survive in the industry now.,negative
@dialoglk its time now to pack your bags if you can not have customer satisfaction in your business objectives...#ByeByeAirtel,negative
"@dialoglk #dialoglk experiencing the worst service experience in terms of network, data &amp; allied support from presumably the best",negative
.@dialoglk .@TRAI Airtel-Shame on you guys i cancelled my postpaid number in february and you are still sending me bills. what a pity,negative
".@dialoglk .@TRAI U dont have proper online portal, U dont have proper tracking of calls, still says U are serving people",negative
@dialoglk  worst 4G internet.dont chose airtel,negative
"@dialoglk #dialoglk He checked address with me and I'm still waiting no one turned up. 
What the hell is this about ???????",negative
.@dialoglk #dialoglk #dialoglk @dialoglk  Always false promise done by escalation manager. Full… https://t.co/zwbTT7ZTut,negative
"RT @ojhaab: @dialoglk Disappointed been your customers since 2014 in Dwarka.
Sad to say I called your customer service centre to disconn…",negative
@dialoglk The worst network n fraud company... company works totally opposite then what it shows in advertisements,negative
"RT @anshulslife: @ank12uch @dialoglk #dialoglk Frm personal exp, first they'll talk illogically and after wasting lot of time ",negative
"RT @ank12uch: @dialoglk #dialoglk have been registering complaints since a month, with no resolution. But on ur system it always shit",negative
#dialoglk @dialoglk request for disconnection of DTH services. That also your customer care representative are not taking!,negative
@dialoglk #dialoglk a month gone by and no solution to the problem. Probably customer service ppl sleeps… https://t.co/4qSaN8y0qj,negative
@VodafoneIN fyi the error is not yet sorted. Kindly sort it within 24 hrs or else i am definitely switching over to @dialoglk #vodafone,negative
@dialoglk service is pathetic. No data speed and when you contact them the do nothing about it. Last two months this has been repeated.,negative
"@dialoglk today 5days gone of my complaint bt not any solution done by #dialoglk,so poor data network,so sad abt that",negative
RT @immrrsp: #dialoglk Till same problem continues..  no use of network teams..@UfterYou @TRAI @DoT_India @jagograhakjago @airtelind…,negative
@jagograhakjago @TRAI @DoT_India @dialoglk without resolved the issue simply they are telling its solved.. cheap… https://t.co/oa8x2cQQWy,negative
"#dialoglk @dialoglk this what im getting now.going worst day by day,see the signal strength.@TRAI… https://t.co/UEJ8HlaVje",negative
@dialoglk I asked him to leave and still he is ringing my door bell. It's harassment!,negative
@dialoglk Please disconnect your connection I don't want ur services anymore!!,negative
@dialoglk took the #connection for 40 Mbps but i am getting frequent #disconnects and #less #speed than 10 Mbps,negative
Pathetic response to Customer's complaint.@dialoglk @airtel_care,negative
@dialoglk dead in South Chennai for three hours. No mobiles can be connected. Customer care refused to register complaint #dialoglkdead,negative
